Date,Applicant_Name,NGO_Name,City_Town_Village,Project_Name,Requested_Amount_PKR,Legitimate_Estimate_PKR,Fraud_Type,Fraud_Indicator,Population_Census_Record,Invoice_ID,Vendor_Name,Bank_Reference_No,Bank_Name,Is_Fraud
6/23/2024,Hira Saleem,Roshan Welfare Trust,Peshawar,Disaster Relief Rapid Response,"Rs 2,363,700","Rs 2,363,700",Approved,Compliant with Guidelines,"1,905,975",INV-BGUQJJ1G,Bright Future Printers,BR-NBP-3063577283,National Bank of Pakistan,FALSE
11/5/2024,Usman Javed,Naya Umeed NGO,Sukkur,Tree-Plantation & Greenery Initiative,"Rs 287,900","Rs 287,855",Approved,Compliant with Guidelines,"1,625,467",INV-68287SF1,Sunrise Plants,BR-ABL-9471802918,Allied Bank,FALSE
10/2/2023,Yasir Butt,Roshan Welfare Trust,Sialkot,Disaster Relief Rapid Response,"Rs 859,000","Rs 859,000",Approved,Compliant with Guidelines,"835,337",INV-2W1IXU1O,SafeHands Pharmaceuticals Ltd,BR-FBL-3534005753,Faysal Bank,FALSE
5/12/2024,Fatima Raza,Roshan Welfare Trust,Sialkot,Community Health Camps,"Rs 58,900","Rs 58,900",Approved,Compliant with Guidelines,"835,337",INV-6KB9Z7FW,Metro Office Solutions,BR-HBL-1639767416,Habib Bank Limited,FALSE
3/24/2022,Mubashir Farooq,Naya Umeed NGO,Quetta,Tree-Plantation & Greenery Initiative,"Rs 466,500","Rs 466,449",Approved,Compliant with Guidelines,"1,565,546",INV-RSQ97NPW,Metro Office Solutions,BR-ALF-9796066490,Bank Alfalah,FALSE
2/6/2022,Aisha Malik,Naya Umeed NGO,Rawalpindi,Tree-Plantation & Greenery Initiative,"Rs 645,400","Rs 645,250",Approved,Compliant with Guidelines,"3,357,612",INV-YAKJEGCA,Metro Office Solutions,BR-ASK-2746106046,Askari Bank,FALSE
10/13/2023,Fahad Qureshi,Roshan Welfare Trust,Abbottabad,Maternal and Child Health Outreach,"Rs 116,100","Rs 115,100",Approved,Compliant with Guidelines,"234,395",INV-EAHRX0D9,Al-Faisal Supplies Ltd,BR-MCB-3248421598,MCB Bank Limited,FALSE
3/13/2024,Sana Saleem,Sehat & Taleem Initiative,Abbottabad,Disaster Relief Rapid Response,"Rs 493,700","Rs 493,700",Approved,Compliant with Guidelines,"234,395",INV-PKLJ670L,Bright Future Printers ,BR-UBL-7748303093,United Bank Limited,FALSE
5/7/2024,Sana Anwar,Green Villages Pakistan,Karachi,Tree-Plantation & Greenery Initiative,"Rs 57,200","Rs 57,200",Approved,Compliant with Guidelines,"18,870,000",INV-0L2NZVTO,PakTech Equipments ,BR-FBL-0346344849,Faysal Bank,FALSE
4/22/2024,Sana Sheikh,Naya Umeed NGO,Lahore,Tree-Plantation & Greenery Initiative,"Rs 6,226,700","Rs 6,226,700",Approved,Compliant with Guidelines,"13,004,135",INV-7FQTKPCS,SafeHands Pharmaceuticals Ltd,BR-ABL-9547340531,Allied Bank,FALSE
9/20/2021,Aisha Malik,Naya Umeed NGO,Faisalabad,Disaster Relief Rapid Response,"Rs 238,200","Rs 238,200",Approved,Compliant with Guidelines,"3,691,999",INV-A65FZ2RI,GreenLeaf Construction ,BR-SCB-1925411995,Standard Chartered Pakistan,FALSE
11/12/2021,Usman Shah,Naya Umeed NGO,Abbottabad,Community Health Camps,"Rs 93,900","Rs 93,900",Approved,Compliant with Guidelines,"234,395",INV-5IMLZ6IO,SafeHands Pharmaceuticals Ltd,BR-ALF-3450179473,Bank Alfalah,FALSE
1/28/2024,Nadia Malik,Naya Umeed NGO,Rawalpindi,Maternal and Child Health Outreach,"Rs 5,975,700","Rs 5,975,700",Approved,Compliant with Guidelines,"3,357,612",INV-OSZQG6PK,United Medical & Relief Vendors,BR-SCB-5555869704,Standard Chartered Pakistan,FALSE
9/10/2022,Ali Anwar,Naya Umeed NGO,Multan,Clean Water & Sanitation Project,"Rs 416,800","Rs 416,800",Approved,Compliant with Guidelines,"2,215,381",INV-FGJ1YOFQ,SafeHands Pharmaceuticals Ltd,BR-MEBL-0162258178,Meezan Bank,FALSE
10/6/2024,Yasir Farooq,Roshan Welfare Trust,Quetta,Clean Water & Sanitation Project,"Rs 2,558,700","Rs 2,558,505",Approved,Compliant with Guidelines,"1,565,546",INV-KVMQYBXP,PakTech Equipments,BR-MCB-4101449713,MCB Bank Limited,FALSE
2/27/2022,Mubashir Saleem,Sehat & Taleem Initiative,Quetta,Vocational Training for Youth,"Rs 612,000","Rs 612,000",Approved,Compliant with Guidelines,"1,565,546",INV-RERIKA7L,PakTech Equipments ,BR-MCB-7088296833,MCB Bank Limited,FALSE
1/2/2021,Bilal Abbasi,Sehat & Taleem Initiative,Karachi,Girls EDUCATION Drive,"Rs 778,500","Rs 778,500",Approved,Compliant with Guidelines,"18,870,000",INV-ABMKRY7I,EduServe Publishers ,BR-SCB-0710142743,Standard Chartered Pakistan,FALSE
7/24/2021,Bilal Farooq,Sahara Development Foundation,Multan,Girls EDUCATION Drive,"Rs 550,700","Rs 550,700",Approved,Compliant with Guidelines,"2,215,381",INV-JN22Y4LG,BlueSky Logistics Company,BR-NBP-7163078872,National Bank of Pakistan,FALSE
12/20/2023,Rabia Ahmed,Sehat & Taleem Initiative,Lahore,Community Health Centers Building,"Rs 1,239,900","Rs 1,239,900",Approved,Compliant with Guidelines,"13,004,135",INV-Z9QJ4VBI,SafeHands Pharmaceuticals Ltd,BR-UBL-4073573637,United Bank Limited,FALSE
4/1/2022,Yasir Javed,Sehat & Taleem Initiative,Multan,Girls EDUCATION Drive,"Rs 321,400","Rs 321,400",Approved,Compliant with Guidelines,"2,215,381",INV-OU803JW6,BlueSky Logistics Company,BR-ALF-1778056198,Bank Alfalah,FALSE
11/23/2021,Mubashir Malik,Roshan Welfare Trust,Rawalpindi,Clean Water & Sanitation Project,"Rs 1,572,800","Rs 1,572,800",Approved,Compliant with Guidelines,"3,357,612",INV-IEEO9H5I,United Water Plant,BR-FBL-0886736410,Faysal Bank,FALSE
8/6/2023,Ali Farooq,Roshan Welfare Trust,Faisalabad,Vocational Training for Youth,"Rs 370,300","Rs 370,230",Approved,Compliant with Guidelines,"3,691,999",INV-ISYBF6B3,Bright Future Printers,BR-ALF-1660161747,Bank Alfalah,FALSE
7/29/2021,Mubashir Shah,Roshan Welfare Trust,Multan,Training of Nursing Course for Youth,"Rs 8,798,700","Rs 8,798,700",Approved,Compliant with Guidelines,"2,215,381",INV-2AU1W14N,Nishat Pharmacy Ltd,BR-HBL-8233269310,Habib Bank Limited,FALSE
6/21/2022,Fatima Abbasi,Roshan Welfare Trust,Quetta,Girls EDUCATION Drive,"Rs 1,468,600","Rs 1,468,600",Approved,Compliant with Guidelines,"1,565,546",INV-0MQA1CCY,EduServe Publishers,BR-MEBL-1935319401,Meezan Bank,FALSE
9/24/2023,Nadia Qureshi,Naya Umeed NGO,Rawalpindi,Rural School Rehabilitation,"Rs 476,500","Rs 476,500",Approved,Compliant with Guidelines,"3,357,612",INV-RQETJDH2,Metro Office Solutions,BR-NBP-2984261761,National Bank of Pakistan,FALSE
1/14/2024,Fatima Qureshi,Sehat & Taleem Initiative,Karachi,Tree-Plantation & Greenery Initiative,"Rs 5,349,400","Rs 5,348,400",Approved,Compliant with Guidelines,"18,870,000",INV-2V73ZKR3,Metro Office Solutions,BR-ABL-7169340608,Allied Bank,FALSE
6/28/2022,Fahad Raza,Naya Umeed NGO,Abbottabad,Clean Water & Sanitation Project,"Rs 370,100","Rs 370,065",Approved,Compliant with Guidelines,"234,395",INV-QTTAAZVO,BlueSky Logistics Company,BR-MEBL-0440718318,Meezan Bank,FALSE
4/17/2021,Zara Malik,Sahara Development Foundation,Sialkot,Vocational Training for Youth,"Rs 187,500","Rs 187,500",Approved,Compliant with Guidelines,"835,337",INV-3NETXXP4,EduServe Publishers,BR-NBP-2503755589,National Bank of Pakistan,FALSE
5/11/2023,Hira Farooq,Roshan Welfare Trust,Faisalabad,Vocational Training for Youth,"Rs 335,600","Rs 335,600",Approved,Compliant with Guidelines,"3,691,999",INV-OEGPCP03,SafeHands Pharmaceuticals Ltd,BR-MCB-3244203084,MCB Bank Limited,FALSE
2/20/2024,Ali Mirza,Green Villages Pakistan,Abbottabad,Rural School Rehabilitation,"Rs 225,300","Rs 225,300",Approved,Compliant with Guidelines,"234,395",INV-9RWAU3V8,Bright Future Printers,BR-ALF-1911971532,Bank Alfalah,FALSE
3/9/2022,Ali Anwar,Green Villages Pakistan,Faisalabad,Rural School Rehabilitation,"Rs 67,400","Rs 67,400",Approved,Compliant with Guidelines,"3,691,999",INV-T8ZEH3RP,BlueSky Logistics Company,BR-NBP-6081385267,National Bank of Pakistan,FALSE
3/21/2024,Hassan Malik,Sehat & Taleem Initiative,Rawalpindi,Clean Water & Sanitation Project,"Rs 1,233,100","Rs 1,233,085",Approved,Compliant with Guidelines,"3,357,612",INV-G87CI602,GreenLeaf Construction,BR-ABL-7348437258,Allied Bank,FALSE
4/14/2022,Mehwish Qureshi,Roshan Welfare Trust,Sialkot,Tree-Plantation & Greenery Initiative,"Rs 2,352,000","Rs 2,352,000",Approved,Compliant with Guidelines,"835,337",INV-05TQM3G9,Green Garden,BR-ALF-6078088657,Bank Alfalah,FALSE
4/11/2024,Ali Qureshi,Sehat & Taleem Initiative,Sialkot,Disaster Relief Rapid Response,"Rs 154,900","Rs 154,900",Approved,Compliant with Guidelines,"835,337",INV-DOWM2HUT,SafeHands Pharmaceuticals Ltd,BR-ASK-5126973951,Askari Bank,FALSE
2/1/2021,Bilal Saleem,Sahara Development Foundation,Sialkot,Community Health Camps,"Rs 358,800","Rs 358,800",Approved,Compliant with Guidelines,"835,337",INV-A1T6SIF6,Metro Office Solutions,BR-HBL-9521441764,Habib Bank Limited,FALSE
3/6/2022,Rabia Khan,Naya Umeed NGO,Sialkot,Vocational Training for Youth,"Rs 1,033,800","Rs 1,033,800",Approved,Compliant with Guidelines,"835,337",INV-8FMW4V1F,Bright Future Printers,BR-FBL-4091608262,Faysal Bank,FALSE
3/6/2021,Sana Malik,Green Villages Pakistan,Peshawar,Clean Water & Sanitation Project,"Rs 1,975,200","Rs 1,975,200",Approved,Compliant with Guidelines,"1,905,975",INV-BNXDXWBC,United Water Plant,BR-FBL-1009634949,Faysal Bank,FALSE
5/13/2023,Bilal Mirza,Sahara Development Foundation,Abbottabad,Maternal and Child Health Outreach,"Rs 3,914,000","Rs 3,914,000",Approved,Compliant with Guidelines,"234,395",INV-VC8BZBO3,PakTech Equipments Ltd,BR-MEBL-6275934065,Meezan Bank,FALSE
4/8/2024,Hassan Abbasi,Sahara Development Foundation,Sialkot,Girls EDUCATION Drive,"Rs 140,300","Rs 51,673",Grant Application Fraud,Vendor is related party,"835,337",INV-03OLM2ZZ,Metro Office Solutions,BR-HBL-3638885402,Habib Bank Limited,TRUE
9/23/2024,Khadija Raza,Naya Umeed NGO,Sialkot,Community Health Camps,"Rs 402,600","Rs 402,600",Approved,Compliant with Guidelines,"835,337",INV-3W9HX6I6,BlueSky Logistics Company,BR-ASK-2237099245,Askari Bank,FALSE
9/6/2021,Hassan Saleem,Roshan Welfare Trust,Faisalabad,Girls EDUCATION Drive,"Rs 53,100","Rs 53,100",Approved,Compliant with Guidelines,"3,691,999",INV-8T49LXLE,Sunrise Stationers & Books,BR-FBL-4970394183,Faysal Bank,FALSE
12/2/2022,Khadija Shah,Roshan Welfare Trust,Peshawar,Vocational Training for Youth,"Rs 539,000","Rs 539,000",Approved,Compliant with Guidelines,"1,905,975",INV-BY615BQ4,EduServe Publishers,BR-MCB-1518439786,MCB Bank Limited,FALSE
6/7/2023,Nabeel Khan,Sahara Development Foundation,Sukkur,Rural School Rehabilitation,"Rs 571,200","Rs 571,200",Approved,Compliant with Guidelines,"1,625,467",INV-CA12J8Z8,Metro Office Solutions,BR-NBP-3000213770,National Bank of Pakistan,FALSE
12/18/2022,Nabeel Khan,Sahara Development Foundation,Sialkot,Livelihoods: Small Business Grants,"Rs 1,154,600","Rs 1,154,600",Approved,Compliant with Guidelines,"1,796,151",INV-JV1CIJJR,Sunrise Stationers & Books,BR-HBL-0508025339,Habib Bank Limited,FALSE
8/27/2024,Sana Butt,Roshan Welfare Trust,Quetta,Maternal and Child Health Outreach,"Rs 12,588,500","Rs 12,588,444",Approved,Compliant with Guidelines,"835,337",INV-Y8RAQUEF,United Medical & Relief Vendors,BR-MEBL-6728725952,Meezan Bank,FALSE
10/20/2022,Aisha Qureshi,Green Villages Pakistan,Quetta,Tree-Plantation & Greenery Initiative,"Rs 142,900","Rs 142,900",Approved,Compliant with Guidelines,"1,565,546",INV-MTVPPFNN,Shakoor Plantation,BR-MEBL-1593021931,Meezan Bank,FALSE
7/9/2023,Mehwish Qureshi,Sahara Development Foundation,Peshawar,Livelihoods: Small Business Grants,"Rs 1,322,700","Rs 1,322,700",Approved,Compliant with Guidelines,"1,905,975",INV-1RDNF4X1,EduServe Publishers,BR-FBL-6673009613,Faysal Bank,FALSE
9/3/2024,Fatima Hussain,Sahara Development Foundation,Lahore,Clean Water & Sanitation Project,"Rs 5,211,000","Rs 5,211,000",Approved,Compliant with Guidelines,"13,004,135",INV-QWL67C7H,Sunrise Stationers & Books,BR-ABL-8026283468,Allied Bank,FALSE
8/10/2024,Imran Raza,Sehat & Taleem Initiative,Peshawar,Livelihoods: Small Business Grants in Dairy,"Rs 10,588,100","Rs 10,588,100",Approved,Compliant with Guidelines,"1,905,975",INV-YYX0102O,Sahabji Farm House,BR-HBL-7272544480,Habib Bank Limited,FALSE
6/6/2023,Ali Qureshi,Roshan Welfare Trust,Peshawar,Disaster Relief Rapid Response,"Rs 654,600","Rs 654,560",Approved,Compliant with Guidelines,"1,905,975",INV-MURWVAZM,United Medical & Relief Vendors,BR-SCB-8859888780,Standard Chartered Pakistan,FALSE
2/20/2021,Hira Raza,Sahara Development Foundation,Multan,Girls EDUCATION Drive,"Rs 82,800","Rs 82,800",Approved,Compliant with Guidelines,"2,215,381",INV-MFZTGP8D,EduServe Publishers,BR-MEBL-5842426155,Meezan Bank,FALSE
10/2/2021,Fatima Abbasi,Green Villages Pakistan,Abbottabad,Vocational Training for Youth,"Rs 186,200","Rs 186,200",Approved,Compliant with Guidelines,"234,395",INV-Q7LKBVXS,GreenLeaf Construction,BR-SCB-2652664033,Standard Chartered Pakistan,FALSE
4/30/2021,Bilal Butt,Sahara Development Foundation,Faisalabad,Community Health Camps,"Rs 918,700","Rs 918,700",Approved,Compliant with Guidelines,"3,691,999",INV-VITS03L3,Nishat Pharmacy Ltd,BR-FBL-1019551280,Faysal Bank,FALSE
5/8/2021,Nadia Sheikh,Sahara Development Foundation,Faisalabad,Clean Water & Sanitation Project,"Rs 10,432,700","Rs 10,432,700",Approved,Compliant with Guidelines,"3,691,999",INV-FMW4VCHR,Water & Supply Contractor,BR-ASK-5044845978,Askari Bank,FALSE
7/16/2021,Zara Farooq,Naya Umeed NGO,Sukkur,Rural School Rehabilitation,"Rs 6,735,400","Rs 6,735,400",Approved,Compliant with Guidelines,"1,625,467",INV-YHY8N59U,GreenLeaf Construction,BR-FBL-5102959482,Faysal Bank,FALSE
3/21/2023,Khadija Raza,Sahara Development Foundation,Sialkot,Rural School Rehabilitation,"Rs 61,800","Rs 61,800",Approved,Compliant with Guidelines,"835,337",INV-9V1T4JXA,BlueSky Logistics Company,BR-ALF-5716043445,Bank Alfalah,FALSE
6/13/2022,Nadia Saleem,Sehat & Taleem Initiative,Sialkot,Livelihoods: Small Business Grants,"Rs 66,500","Rs 66,500",Approved,Compliant with Guidelines,"835,337",INV-QRKUW203,Bright Future Printers,BR-UBL-2561374145,United Bank Limited,FALSE
2/7/2022,Hassan Abbasi,Green Villages Pakistan,Rawalpindi,Livelihoods: Small Business Grants,"Rs 955,200","Rs 955,200",Approved,Compliant with Guidelines,"3,357,612",INV-EX6WAQPV,Car Workshop Center,BR-SCB-4236323143,Standard Chartered Pakistan,FALSE
10/18/2021,Fatima Qureshi,Sahara Development Foundation,Lahore,Vocational Training for Youth,"Rs 7,033,300","Rs 7,033,300",Approved,Compliant with Guidelines,"13,004,135",INV-3NA7HN98,BlueSky Logistics Company,BR-ABL-6951814869,Allied Bank,FALSE
11/2/2023,Khadija Saleem,Sahara Development Foundation,Abbottabad,Polio Awareness & Vaccination Support,"Rs 10,356,200","Rs 10,356,200",Approved,Compliant with Guidelines,"234,395",INV-3C42XCV9,SafeHands Pharmaceuticals Ltd,BR-MCB-8319834875,MCB Bank Limited,FALSE
12/7/2024,Fatima Ahmed,Green Villages Pakistan,Sialkot,Girls EDUCATION Drive,"Rs 11,264,200","Rs 11,264,200",Approved,Compliant with Guidelines,"835,337",INV-OJWUDRGT,Metro Office Solutions,BR-ALF-0424960489,Bank Alfalah,FALSE
5/2/2021,Rabia Qureshi,Sahara Development Foundation,Abbottabad,Rural School Rehabilitation,"Rs 4,694,800","Rs 4,694,800",Approved,Compliant with Guidelines,"234,395",INV-T7EY0PYD,PakTech Equipments Ltd,BR-HBL-9552052307,Habib Bank Limited,FALSE
2/20/2024,Yasir Malik,Roshan Welfare Trust,Peshawar,Livelihoods: Small Business Grants,"Rs 260,500","Rs 260,415",Approved,Compliant with Guidelines,"1,905,975",INV-MTRKZYTW,Zajid Chicken House,BR-ALF-5426783687,Bank Alfalah,FALSE
3/5/2024,Bilal Butt,Green Villages Pakistan,Multan,Girls EDUCATION Drive,"Rs 1,871,600","Rs 1,871,600",Approved,Compliant with Guidelines,"2,215,381",INV-RGA3L710,Metro Office Solutions,BR-NBP-1393230088,National Bank of Pakistan,FALSE
7/26/2024,Sana Saleem,Naya Umeed NGO,Quetta,Community Health Centers Building,"Rs 80,200","Rs 80,200",Approved,Compliant with Guidelines,"1,565,546",INV-UBEZSD1F,Metro Office Solutions,BR-ASK-8964506899,Askari Bank,FALSE
6/2/2022,Usman Javed,Sahara Development Foundation,Quetta,Community Health Camps,"Rs 1,084,100","Rs 1,084,100",Approved,Compliant with Guidelines,"1,565,546",INV-TT52LK3T,EduServe Publishers,BR-UBL-4367319565,United Bank Limited,FALSE
8/3/2021,Zara Shah,Roshan Welfare Trust,Abbottabad,Rural School Rehabilitation,"Rs 11,133,900","Rs 11,133,900",Approved,Compliant with Guidelines,"234,395",INV-9ZJUK9QS,GreenLeaf Construction,BR-ASK-9248996063,Askari Bank,FALSE
4/10/2022,Sana Anwar,Sahara Development Foundation,Quetta,Vocational Training for Youth,"Rs 967,900","Rs 967,900",Approved,Compliant with Guidelines,"1,565,546",INV-PL131V0U,BlueSky Logistics Company,BR-ABL-4776409116,Allied Bank,FALSE
8/18/2024,Sana Saleem,Sehat & Taleem Initiative,Sialkot,Maternal and Child Health Outreach,"Rs 3,890,800","Rs 3,890,785",Approved,Compliant with Guidelines,"835,337",INV-IV2F1FK0,United Medical & Relief Vendors,BR-UBL-7907997170,United Bank Limited,FALSE
1/29/2023,Aisha Khan,Sahara Development Foundation,Quetta,Community Health Camps,"Rs 2,143,800","Rs 2,143,800",Approved,Compliant with Guidelines,"1,565,546",INV-Z1OV5VXA,GreenLeaf Construction,BR-SCB-1258052305,Standard Chartered Pakistan,FALSE
12/8/2021,Yasir Hussain,Sahara Development Foundation,Peshawar,Vocational Training for Youth,"Rs 58,700","Rs 58,700",Approved,Compliant with Guidelines,"1,905,975",INV-JE9XOAWC,EduServe Publishers,BR-UBL-3889070240,United Bank Limited,FALSE
1/5/2023,Khadija Shah,Roshan Welfare Trust,Lahore,Tree-Plantation & Greenery Initiative,"Rs 1,722,200","Rs 1,722,200",Approved,Compliant with Guidelines,"13,004,135",INV-7FNBA3VO,EduServe Publishers,BR-UBL-5416809579,United Bank Limited,FALSE
6/3/2022,Hira Shah,Naya Umeed NGO,Sialkot,Rural School Rehabilitation,"Rs 104,600","Rs 104,600",Approved,Compliant with Guidelines,"835,337",INV-UNPU4EGJ,GreenLeaf Construction,BR-ALF-4475411770,Bank Alfalah,FALSE
9/27/2023,Yasir Anwar,Roshan Welfare Trust,Faisalabad,Rural School Rehabilitation,"Rs 70,500","Rs 52,442",Expense/Reimbursement Fraud,Applicant credentials unverifiable,"3,691,999",INV-SY3ONX3F,Sunrise Stationers,BR-SCB-1593262365,Standard Chartered Pakistan,TRUE
1/9/2023,Mubashir Sheikh,Green Villages Pakistan,Faisalabad,Community Health Camps,"Rs 53,000","Rs 53,000",Approved,Compliant with Guidelines,"3,691,999",INV-QVBDIM28,Metro Office Solutions,BR-FBL-1013457639,Faysal Bank,FALSE
2/22/2022,Nadia Farooq,Sahara Development Foundation,Multan,Community Health Camps,"Rs 958,000","Rs 958,000",Approved,Compliant with Guidelines,"2,215,381",INV-3LJOKBZV,United Medical & Relief Vendors,BR-MEBL-3020531138,Meezan Bank,FALSE
3/23/2021,Nadia Javed,Naya Umeed NGO,Rawalpindi,Dengue Awareness & Support Camp,"Rs 455,400","Rs 455,400",Approved,Compliant with Guidelines,"3,357,612",INV-8WYAQTFL,EduServe Publishers ,BR-FBL-7228308284,Faysal Bank,FALSE
6/10/2021,Mehwish Abbasi,Naya Umeed NGO,Abbottabad,Tree-Plantation & Greenery Initiative,"Rs 282,100","Rs 282,100",Approved,Compliant with Guidelines,"234,395",INV-YYZ7PRTD,Green Garden,BR-NBP-0082878620,National Bank of Pakistan,FALSE
2/3/2021,Hassan Farooq,Sehat & Taleem Initiative,Faisalabad,Girls EDUCATION Drive,"Rs 306,000","Rs 306,000",Approved,Compliant with Guidelines,"3,691,999",INV-WJOJAFI4,Metro Office Solutions,BR-MCB-3231712832,MCB Bank Limited,FALSE
5/4/2021,Yasir Sheikh,Sehat & Taleem Initiative,Karachi,Community Health Centers Building,"Rs 338,000","Rs 338,000",Approved,Compliant with Guidelines,"18,870,000",INV-58OV5E1H,Metro Office Solutions,BR-HBL-5369918371,Habib Bank Limited,FALSE
12/23/2023,Mehwish Shah,Green Villages Pakistan,"Karachi, Korangi",Clean Water & Sanitation Project,"Rs 8,194,200","Rs 8,194,200",Approved,Compliant with Guidelines,"916,456",INV-ZJOIGO58,Korangi Water Plant,BR-HBL-5503940608,Habib Bank Limited,FALSE
5/25/2024,Bilal Sheikh,Sehat & Taleem Initiative,Karachi,Girls EDUCATION Drive,"Rs 9,882,000","Rs 9,882,100",Approved,Compliant with Guidelines,"18,870,000",INV-H4JWQV66,Sunrise Stationers & Books,BR-HBL-2564635618,Habib Bank Limited,FALSE
7/17/2023,Mehwish Abbasi,Sahara Development Foundation,Karachi,Disaster Relief Rapid Response,"Rs 311,500","Rs 016,737",Grant Application Fraud,Mismatch between receipts and bank statements,"18,870,000",INV-QCEQ0YET,BlueSky Logistics Company,BR-SCB-8130034534,Standard Chartered Pakistan,TRUE
11/2/2021,Bilal Raza,Sehat & Taleem Initiative,Peshawar,Vocational Training for Youth,"Rs 1,470,600","Rs 1,470,547",Approved,Compliant with Guidelines,"1,905,975",INV-4O8JG78I,Al-Faisal Supplies,BR-MEBL-8103892875,Meezan Bank,FALSE
11/15/2023,Omar Hussain,Sehat & Taleem Initiative,Karachi,Maternal and Child Health Outreach,"Rs 1,113,900","Rs 1,113,900",Approved,Compliant with Guidelines,"14,916,456",INV-1ARMX6Z7,EduServe Publishers,BR-ALF-2284860415,Bank Alfalah,FALSE
12/25/2022,Sana Ahmed,Roshan Welfare Trust,Peshawar,Maternal and Child Health Outreach,"Rs 480,300","Rs 480,300",Approved,Compliant with Guidelines,"1,905,975",INV-XVKU8YJM,GreenLeaf Construction,BR-HBL-1603904423,Habib Bank Limited,FALSE
2/22/2021,Hassan Raza,Sahara Development Foundation,Mansehra,Livelihoods: Small Business Grants,"Rs 84,000","Rs 84,000",Approved,Compliant with Guidelines,"692,210",INV-KHXTZ1YN,SafeHands Pharmaceuticals Ltd,BR-MEBL-6740473705,Meezan Bank,FALSE
9/19/2022,Fahad Butt,Hayaat Education Trust,Mansehra,Earlly ChildHood Education Program,"Rs 10,812,300","Rs 10,812,300",Approved,Compliant with Guidelines,"692,210",INV-8O1LPPJ1,Sunrise Stationers & Books,BR-FBL-6271075653,Faysal Bank,FALSE
8/21/2023,Hira Anwar,Green Villages Pakistan,Abbottabad,Disaster Relief Rapid Response,"Rs 1,225,000","Rs 1,225,000",Approved,Compliant with Guidelines,"234,395",INV-1BY4IYV0,GreenLeaf Construction,BR-UBL-0593143091,United Bank Limited,FALSE
10/17/2024,Aisha Butt,Green Pakistan Welfare,Kila Abdullah District,Tree-Plantation & Greenery Initiative,"Rs 6,320,500","Rs 6,320,500",Approved,Compliant with Guidelines,"401,205",INV-3IQQUOLG,Kila Flowers & Nursery,BR-NBP-4303079176,National Bank of Pakistan,FALSE
4/10/2023,Mubashir Mirza,Green Pakistan Welfare,Hyderabad,Vocational Training for Youth,"Rs 6,596,200","Rs 6,596,200",Approved,Compliant with Guidelines,"1,968,000",INV-280KQLRV,Metro Office Solutions,BR-MEBL-8208610746,Meezan Bank,FALSE
2/11/2023,Nadia Mirza,Naya Umeed NGO,Sahiwall,Maternal and Child Health Outreach,"Rs 188,000","Rs 188,000",Approved,Compliant with Guidelines,"6,285",INV-EASU29EE,Al-Faisal Supplies,BR-UBL-7229279962,United Bank Limited,FALSE
5/2/2023,Zara Khan,Sahara Development Foundation,Quetta,Polio Awareness & Vaccination Support,"Rs 283,900","Rs 283,800",Approved,Compliant with Guidelines,"1,565,546",INV-GM4GSD5B,Nishat Pharmacy Ltd,BR-SCB-3252853519,Standard Chartered Pakistan,FALSE
12/24/2023,Omar Abbasi,Sahara Development Foundation,Quetta,Vocational Training for Youth,"Rs 126,600","Rs 126,600",Approved,Compliant with Guidelines,"1,565,546",INV-H02WPKQJ,EduServe Publishers,BR-FBL-4205685030,Faysal Bank,FALSE
6/1/2021,Fahad Ahmed,Green Villages Pakistan,Sialkot,Dairy Farm Houses For small Businesses,"Rs 12,091,500","Rs 12,091,500",Approved,Compliant with Guidelines,"1,796,151",INV-JK83MVQI,Farm House Animal Products Ltd,BR-HBL-7268630359,Habib Bank Limited,FALSE
2/22/2022,Khadija Mirza,Green Villages Pakistan,Abbottabad,Building Community Health Center for Child,"Rs 753,300","Rs 753,207",Approved,Compliant with Guidelines,"234,395",INV-D8H3CHUF,PakTech Equipments,BR-ASK-4164246564,Askari Bank,FALSE
8/1/2023,Nabeel Mirza,Naya Umeed NGO,Faisalabad,Building Community Health Center,"Rs 747,000","Rs 747,000",Approved,Compliant with Guidelines,"3,691,999",INV-PV7LYOZD,GreenLeaf Construction,BR-ASK-9802236529,Askari Bank,FALSE
2/12/2024,Aisha Javed,Green Villages Pakistan,Sukkur,Solar Panel Systems in Rural Areas,"Rs 546,600","Rs 546,600",Approved,Compliant with Guidelines,"1,625,467",INV-VA34E5BC,Karim Electric Shop,BR-SCB-3974754942,Standard Chartered Pakistan,FALSE
5/21/2024,Usman Khan,Sehat & Taleem Initiative,Sialkot,Child Health Care Outreach Camp,"Rs 2,257,900","Rs 2,257,854",Approved,Compliant with Guidelines,"835,337",INV-RBT4OBKS,EduServe Publishers ,BR-SCB-7787215515,Standard Chartered Pakistan,FALSE
3/25/2021,Hira Shah,Sehat & Taleem Initiative,Multan,Flood Relief Camps,"Rs 8,616,800","Rs 8,616,800",Approved,Compliant with Guidelines,"2,215,381",INV-3OZRBLH7,Nasir General Store,BR-MEBL-5181596022,Meezan Bank,FALSE
8/22/2024,Bilal Shah,Roshan Welfare Trust,Jhal Magsi,Rural School & Colleges Rehabilitation,"Rs 1,906,100","Rs 1,906,100",Approved,Compliant with Guidelines,"3,204,726",INV-83FI4OJA,GreenLeaf Construction,BR-ALF-1037393645,Bank Alfalah,FALSE
